test_index,true_label,tfidf_pred,tfidf_conf,Fine-tuned DistilBERT_pred,Fine-tuned DistilBERT_conf,tfidf_correct,Fine-tuned DistilBERT_correct,text,tfidf_product_masked_pred,tfidf_flipped_after_product_masking,Fine-tuned DistilBERT_product_masked_pred,Fine-tuned DistilBERT_flipped_after_product_masking,case_type
849,Debt collection,Debt collection,0.6131913166955698,Debt collection,0.923276960849762,True,True,"I sent a notice to verify these debts in accordance with 15 USC 1692g. The original dispute letter detailed the type of verification requested. 

In response they only sent a computer generated print-out of the amounts they claimed are due, which may or may not be accurate. Addresses, phone numbers and dates of services rendered with the original creditors were not furnished. They did not provide me with any documentation showing I agreed to pay the original creditor or a bill showing services rendered. Furthermore, they have failed to provide any proof of an executed credit contract proving my liability on the amounts claimed in this summary.",Debt collection,False,Debt collection,False,both_right
850,Debt collection,Debt collection,0.5933401141263906,Debt collection,0.8555017709732056,True,True,I have made several complaints to Midland Funding about one of the accounts placed with them. During the dispute I asked for a copy of the document I signed. They have me listed as having a XXXX account in a state I have never been to. my name is also misspelled. I never had this XXXX account. They sent me back that they sent me some notice which I never received and never addressed that I did not sign for this. If I knew the dates that I supposedly had this account I could try to prove my whereabouts. they also seemed to say that because I have another collection account this must be legitimate. This is not legitimate. I have never been to Virginia in my life. This account needs to be removed,Debt collection,False,Debt collection,False,both_right
851,Credit card,Credit card,0.487843525063371,Credit card,0.9234004020690918,True,True,"This complaint is in reference to a Barclay account. On XXXX/XXXX/XXXX I sent a request certified mail for a copy of the ACH/electronic payment authorizations ( see attached Barclaycard Letter to Send Request, Barclaycard certified mail receipt and BarclaycardletterforACH ) because this account seems to have been confused and link to a bankruptcy that I filed in XXXX ( see attached BarclayBKACHaccount and Barclayincorrectinfo ) I have not heard anything back from Barclay in reference to the request for ACH/electronic payment authorizations. I checked in person with the Post Office on XXXX/XXXX/XXXX it has been delivered to the P.O. Box but never pickup. I used the address provided by Barclay in the CFPB complaint response # XXXX at the bottom of their letter Card Services P.O. Box XXXX XXXX, DE XXXX Also I disputed both of these accounts with the CRA 's. The Barclay account # XXXX, this is not even a valid account number with any accounts that I ever had in XXXX. Nor did I pay an account off with Barclay in XXXX. 
Barclay Account number ending # XXXX was link to a bank account for ACH/electronic transfer that was listed in a BK in XXXX.",Debt collection,True,Credit card,False,both_right
852,Mortgage,Mortgage,0.8649425767948078,Mortgage,0.9728645086288452,True,True,My father XXXX XXXX purchased a house for me in XX/XX/XXXX. He passed away XX/XX/XXXX. I am the representative of the estate and the house mortgage is now through Nationstar. Apparently they loss the documentation saying I was the representative of the estate and turned off m ability to make payments on account. I have tried to make payments numerous times as well as my wife. I have called and left messages with XXXX XXXX my account rep. and not return calls concerning this matter. I send in paperwork pertaining to certain issues and they lose after receiving it or say they never got it. Two days ago is when I found out talking to Nationstar that they said they had no paperwork on me as being the representative on my dads estate. Talked to them today and now the paperwork has shown back up. In all this has me in the rears on my payments by 5 months and threatening to foreclose on my house. Now they are saying I cangive them almost {$3000.00} plus lawyers fees to keep my house. My XXXX payments only come to about {$1300.00} which I have been trying to pay and catch up. If Nationstar ahd not screwed up my account like this I would not be behind in payment. The mortgage use to be with XXXX XXXX XXXX and they also lost the paperwork and tried doing the same thing. After my lawyer XXXX XXXX contacted XXXX XXXX XXXX about this matter and they corrected it. Nationstar has not tried in anyway to help all they want to do is take my house. My wife is on XXXX and me trying to do everything and now to try to come up with {$3000.00} to probably {$5000.00} to pay them is ridiculous. I am at my whits end and dont know what to do.,Mortgage,False,Mortgage,False,both_right
853,Mortgage,Mortgage,0.8848382282470061,Mortgage,0.9758340120315552,True,True,"In the months of XX/XX/XXXX and XX/XX/XXXX I was late making my mortgage payments, XX/XX/XXXX was made XX/XX/XXXX and XX/XX/XXXX. I have made the payment plus late fee for these months. Ocwen Loan Servicing is charging me an additional {$6.00} for "" Certified Mail Cost '' ( XXXX charges on XXXX/XXXX/XXXX, XXXX charges on XXXX/XXXX/XXXX, and XXXX charges on XXXX/XXXX/XXXX ). None of the mail that I received from Ocwen arrived at my home address ( billing address ) was registered or certified mail, however ; my renter received one certified mail at the property address for which the mortgage covers. This seems like an excessive amount of certified mailing charges and extremely unjustified.",Mortgage,False,Mortgage,False,both_right
854,Debt collection,Debt collection,0.3701940502409535,Bank account or service,0.6872870922088623,True,False,"My complaint is against XXXX XXXX XXXX XXXX, XXXX ( XXXX XXXX ) for use of deceptive practices to collect an alleged debt. US Bank was the XXXX owner, then XXXX XXXX XXXX, then XXXX and finally sold to XXXX XXXX. I received a letter from XXXX XXXX in XX/XX/XXXX and XX/XX/XXXX trying to collect an alleged debt. I disputed both times. XXXX XXXX filed a lawsuit XXXX/XXXX/XXXX with unauthenticated, robo-signed, missing and defective documents and won summary judgment XXXX/XXXX/XXXX. I hired a lawyer ( XXXX XXXX ) who got the judgment vacated ( XXXX/XXXX/XXXX ) due to lack of standing, missing and defective documents. 
XXXX XXXX, XXXX, XXXX XXXX filed a XXXX motion for summary judgment against me with the same unauthenticated documents, robo-signed documents, missing and defective documents. 
After researching, I found that the signature on Bill of Sale by US Bank appears to be robo-signed. "" XXXX XXXX XXXX '' VP of Loss and Prevention signature is on the Bill of Sale between US Bank and XXXX XXXX XXXX , XXXX. This Bill of Sale is IDENTICAL to Bill of Sales in other cases ( Court documents can be supplied on request ). XXXX XXXX XXXX 's signature on the US Bank 's Bill of Sale supplied by XXXX XXXX does not match his signature on a Forward Flow Assets Agreement between US Bank and XXXX XXXX, XXXX. The robo-signing of U.S. Bank 's Bill of Sales have resulted in inaccurate court affidavits and pleadingsXXXX XXXX XXXX representing XXXX XXXX XXXX , XXXX signed the Bill of Sale between XXXX XXXX XXXX , XXXX and XXXX. XXXX XXXX XXXX signed as Vice President of XXXX and actually is and was President and Secretary of XXXX. 
XXXX XXXX XXXX of XXXX & XXXX representing XXXX XXXX XXXX signed Bill of Sale between XXXX and XXXX XXXX. XXXX XXXX also has signed as VP of Sales and Marking for XXXX XXXX XXXX. Her signature is different on every document that I obtained ( documents can be supplied on request ). 
XXXX submitted an unauthenticated Affidavit of Debt from US Bank by XXXX XXXX XXXX XXXX that does n't meet XXXX State laws. Also, the Affiant, XXXX XXXX XXXX, does not describe how he has personal knowledge of the company 's daily operations. He does n't describe why there are XXXX credit card statements and what happen to the rest. He does n't describe how he has personal knowledge when payments are sent to XXXX XXXX, XXXX and inquiries are mailed to XXXX, XXXX. Also. He ca n't authenticate the amount of the debt and how it was calculated. He ca n't provide documentation of the amount of the last payment as required by XXXX Law. Also, he can not provide last statement which shows what is owed on the alleged debt. The unauthenticated Affidavit of Debt is inadmissible and XXXX XXXX knowingly continues to submit it the court. 
Also, XXXX XXXX ' Affiant states he has personal knowledge of how US Bank maintain its business record. In fact, XXXX ' Affiant has never worked for US Bank and does n't know how US Bank keeps its business records. 
XXXX XXXX have brought a lawsuit against me XXXX violating Federal and State laws to prove Chain of Title by using defective affidavits, robo-signed affidavits and forged signatures. 

I will submit documentation of robo-signing, and forged signatures by certified US mail upon request.",Mortgage,True,Bank account or service,False,tfidf_right_comparison_wrong
855,Mortgage,Mortgage,0.9904377306969576,Mortgage,0.9747872948646545,True,True,"I have submitted a complete mortgage modification application based on a material change in my financial circumstances and Wells Fargo Bank acknowledged receipt of my complete mortgage modification packet in XXXX XXXX, however since that time Wells Fargo Bank has not requested any additional documentation or sent out any decision. 
Civil Code section 2923.6 precludes the recordation of a notice of default where the borrower has submitted a "" complete '' application for a loan modification on the first deed of trust, while the application is pending, or until the lender gives the borrower a written decision regarding the borrower 's eligibility for the loan modification. This section only applies to a first deed of trust on the borrower 's principal residence. If violated, the statute allows for injunctive relief to postpone a trustee 's sale and allows for a private right of action for damages, including attorneys ' fees, to the prevailing borrower for a violation. 
I have also never been contacted by a single point of contact and Wells Fargo Bank has not explored all foreclosure relief alternatives. Lender Compliance with Civil Code sections 2923.5 BEFORE notice of default can be filed, Civil Code section 2923.5 requires lender to contact borrower in default and "" assess the borrower 's financial situation and explore options for the borrower to avoid foreclosure. '' Lender must attempt to make contact with "" due diligence ''. The due diligence required is set forth in the statute. The CA. Homeowner Bill of Rights also provides that dual tracking protections can also protect homeowners who have been previously denied a modification, if the homeowner documents and submits a "" material change in financial circumstances. '' I did submit a material change application with evidence of additional income and yet Wells Fargo has gone intentionally silent to preclude the ability to seek all foreclosure relief alternatives. 
Additionally, I have received XXXX curb appraisals from Wells Fargo Bank, XXXX in the amount of {>= $1,000,000}, and XXXX in the amount of {>= $1,000,000}. On XXXX XXXX, XXXX Wells Fargo sent out a 30 day notice to pay my past due amounts owed, or they would seek foreclosure. 
As a result I have been forced to accept a below appraised value offer on my primary residence in the amount of {>= $1,000,000}. 
Wells Fargo knows that any sale of my home will make any alleged beneficiary whole and yet they choose to foreclosure over the alternative to provide me with the ability to preserve my equity, and still be able to provide the beneficiary with a XXXX repayment, including all alleged arrears. 
I would like the CFPB to investigate this dual tracking issue, lack of due diligence issue, as I would like my SPOC to contact me to explore all foreclosure relief alternatives to avoid foreclosure, and be given more time to sell my home without being forced to seek State Law injunctive relief and Federal reorganization plans.",Mortgage,False,Mortgage,False,both_right
856,Credit card,Credit card,0.5080831434172512,Credit card,0.9597926735877991,True,True,"Tried to cancel my recently issued XXXX card ( ownership changed from XXXX to Barclay ) after XXXX phone call attempts to cancel with hold time totally & gt ; 40 minutes, the company told me they were not able to cancel at this time.",Credit card,False,Credit card,False,both_right
857,Mortgage,Mortgage,0.6309628060286651,Mortgage,0.8928177952766418,True,True,"I have bill pay set up to pay my mortgage monthly to Guaranteed Rate. I have made XXXX payments, and both have been posted and mailed from my account according to my bank XXXX. Guaranteed Rate claims to have not received the XXXX payment, while XXXX has verified that the payment has been sent. Guaranteed rate now has listed my account as delinquent, and charged me a fee of XXXX {$.00}",Mortgage,False,Credit card,True,both_right
858,Mortgage,Mortgage,0.9957886094307778,Mortgage,0.9782534241676331,True,True,"Wells Fargo Home Mortgage has refused to give me this current information and your help is needed. I feel Wells Fargo Home Mortgage is duel tracking in a attempt to refuse a loan to me and discriminate against a XXXX women. Loan # XXXX XXXX XXXX, Property Address : XXXX XXXX XXXX XXXX , XXXX XXXX, CA.XXXXWhat the status of my Loan Modification Application? 
On what date did you receive my Loan Modification Application? 


XXXX XXXX",Mortgage,False,Mortgage,False,both_right
859,Mortgage,Mortgage,0.5747919715196995,Mortgage,0.9759384989738464,True,True,"I wanted to set up automatic payments for my mortgage. I faxed the request and checked with the lender a XXXX later. I was told it had not been received, XXXX days later I got a letter from my mortgage company stating that the request had been received but the voided check had not. I sent a voided check and a new automatic payment request. When the next payment was not taken out of my account, I again called the lender and again was told that they had not received a request for automatic payments. XXXX more time, after receiving a letter that they had the voided check, but not the authorization form, I sent both. When I was again told by customer service that they had n't received the form and voided check, I gave up and mailed a check. The day the check cleared ( XXXX XXXX, 2015, ) I got a letter from the mortgage company stating that the automatic payment of {$1300.00} would start on XXXX XXXX, 2015. I called the mortgage company on XXXX/XXXX/15 and told them to stop the XXXX/XXXX/15 payment as they had already cashed the check. That same day I placed a stop payment on the {$1200.00} at my bank. On XXXX/XXXX/15 the mortgage company withdrew {$1000.00}?? After a faxed request and numerous phone calls the funds have not returned. The customer service department has refused to provide access to a supervisor, once transferring me to "" the person who handles your account '' after I told her to transfer me to a supervisor. The person who transferred the telephone call identified herself as "" XXXX '' and refused to provide me with a phone number at their corporate offices.",Bank account or service,True,Mortgage,False,both_right
860,Credit reporting,Credit reporting,0.9466184459531837,Credit reporting,0.9742015600204468,True,True,"Experian, I enclosed XXXX different reports from them, same creditorXXXX- XXXX XXXX account to be removed XXXX XXXX XXXX XXXX XXXX account, XXXX reports, XXXX completely different storiesI thought this creditor would be gone, so glad I checked the report. The American public has no trust in these bureaus to do the right thing when you are not watching them. I did and look what happened, they keep bogus reporting on to sell profiles to make money",Credit reporting,False,Credit reporting,False,both_right
861,Mortgage,Mortgage,0.5012867313947489,Mortgage,0.6916229724884033,True,True,"On XXXX/XXXX/15, I called Wells Fargo to bring my delinquent account current. I was told that my account was in foreclosure status and that I would have to request a reinstatement quote before I could make any payments. I was told that the date on which I made the request was relevant to the request amount. Additionally, the quote would be good until XXXX/XXXX/15 and that all fees would be assess up until that date bringing me current starting as of XXXX/XXXX/15. I was told that I should receive the quote by mail in 7 business days and that I may call after 5 days to receive the quote by phone. I was given an estimate of {$5400.00}. Between XX/XX/XXXX, and XX/XX/XXXX I called to check the status of my quote and was told that it was still being prepared and to call back. On XX/XX/XXXX I called again for my quote having not received anything in the mail. Again I was told that my quote was not ready. On XX/XX/XXXX I called to receive my quote and was told by the agent XXXX ID # XXXX, located in the Texas call center that he did not see a request for a reinstatement quote in the system for me at all and that I needed to request another one. I informed the agent that this was not accurate. The agent began acting in a very unprofessional manner, repeating the same thing to me again and again despite my effort to obtain some clarity on the issue. I asked him if he would continue to repeat himself without answering my question to which he responded "" Yes ''. I told him that it was unprofessional. I then restated my question to him and asked that he clarify my understanding of the issue. I asked him if it were correct that the date in which I request a reinstatement quote has direct bearing on the total amount calculated in the quote? He responded "" Yes. '' I told him that I required that they honored my original request which I informed him was visible in the system to at least XXXX other agents I had spoken to previously. The agent became very sarcastic. I told him that I would report his behavior to a supervisor and ended the call. On XXXX/XXXX/15 I called to report his behavior and get clarity on the status of my reinstatement request. I spoke to XXXX XXXX ID # XXXX, who identified herself as a Supervisor in that office. XXXX XXXX informed me that she was very easily able to access my XX/XX/XXXX request and that she was unsure why XXXX was unable to see it. At this time XXXX XXXX informed me that my quote still had not been prepared. She stated that something was canceling my request out. She stated that another request had been made following my initial request which ranged to XXXX/XXXX/15 which had not been initiated by me. We discussed that my initial request would be the one honored. She said it would take her some time to discover the cause of the problem and gave me her direct contact number. On XXXX/XXXX/15 I received a call from XXXX XXXX, informing me that the second request was some sort of glitch or mistake on the part of Wells Fargo. She stated that my initial request would be the XXXX submitted honoring the XXXX XXXX, 2015 good through date. She gave me a tentative quote of {$5400.00}. On XXXX/XXXX/15 I received a call from XXXX XXXX stating that the law office determined my quote amount was {$7100.00}. She stated that the law office had used the quote that generated through XXXX/XXXX/15, thereby causing me to owe XX/XX/XXXX in addition to the other past due amounts. I informed her that this is not what we discussed to which she agreed. I stated that the mistake was on the part of Wells Fargo to which she also readily agreed but added that there was nothing she could do about it even if the mistake was on their part. This final quote is almost {$2000.00} more than the delinquent amount on the account as of this date and they have given me less than two weeks to obtain this additional money as they delivered the quote considerably late. Please help!",Mortgage,False,Credit card,True,both_right
862,Debt collection,Credit reporting,0.5694966719930483,Debt collection,0.9196587204933167,False,True,"I recently pulled my credit report and noticed numerous violations of the FCRA and numerous state and federal laws that protect consumers. I also understand that about 89 % of all credit reports contain inaccurate, misleading and unverifiable information on them. It has also come to my knowledge that systems used by the credit bureaus such as XXXX XXXX do not protect the consumer as well, they just allow some companies to verify a debt whether or not it is true. My credit file contains a public record/judgment that is NOT verifiable and does NOT belong to me. I have already made several attempts with this company ( Kimball Tirey & St. John ) to provide proof that this debt belongs to me, to no avail. It was also brought to my knowledge that the court houses do not report, nor verify this type of public record with any collection agency nor have they ever reported such information on any consumer. This is really disturbing to find out that the collections companies like this XXXX lie and falsify documents to credit agencies to make a quick buck. It is my knowledge that these violations are punishable in a court of law by {$1000.00} per violation. This does n't even include court fees, attorney fees and punitive damages that a consumer may seek to hold the company in violation of fraud for lying and falsifying these misleading documents. After contacting several different FCRA attorneys willing to seek these damages free of charge, I choose not to ( for now ) but would like to resolve this in a civil matter.",Credit reporting,False,Credit reporting,True,tfidf_wrong_comparison_right
863,Credit card,Credit card,0.8980974309065995,Credit card,0.941108763217926,True,True,I was charged a late fee for no apparent reason on my American Express Business XXXX. I believe they changed the cycle payment date on me and they refused to refund the late fee of {$35.00}. I would be very suspicious of their practices as they have been quite aggressive in trying to get lower income Americans off their rolls.,Credit card,False,Credit card,False,both_right
864,Mortgage,Mortgage,0.8942125243061769,Mortgage,0.9774291515350342,True,True,"Sir, I am REQUESTING COPIES OF THE FOLLOWING DOCUMENTATION : 1. OFFER LETTER OF Treasury 's Home Affordable Program ( HAMP ) by SPS on XXXX XXXX. 
2. OFFER LETTER OF modification resolution offered by XXXX, XXXX XXXX XXXX on XXXX XXXX. 

SPS contacted me 3 times on XXXX XXXX ; urging/pushing me to switch to a "" New program which I qualified for and would better suit my case!! "". The new program was the National Mortgage Settlement modification. NEVER, during any of the phone conversations did the representative provide me information of a HAMP offer on the table. Nor did I receive any documentation by mail of a HAMP offer. Contrarily, the response was that my loan modification was still under review. 
NONETHELESS, my understanding was that my account would be reviewed for ALL and/or ANY program available to assist me in saving my home. 

Respectfully, SPS began servicing the account on XXXX XXXX, XXXX, when it was service transferred from XXXX XXXX XXXX. On XXXX XXXX, XXXX, SPS submitted the account for a review of the U.S. Treasury 's Home Affordable Modification Program ( HAMP ). On XXXX XXXX, XXXX, you contacted us and we closed the HAMP review to allow for the National Mortgage Settlement modification ( NMS ) review, which upon approval, could allow for principal forgiveness. On XXXX XXXX, XXXX, we sent you the notice advising of the submission for the NMS review ( enclosed ). We have reviewed your inquiry, and it appears that it is similar to your previous inquiries which were responded to in XXXX XXXX, XXXX XXXX, XXXX XXXX, XXXX XXXX, XXXX XXXX, and XXXX XXXX. From our review, we believe our prior responses fully respond to your requests. SPS is confident that the servicing of the account by SPS has been compliant with state and federal regulations. 


SPS began servicing the account on XXXX XXXX, XXXX, when it was service transferred from XXXX XXXX XXXX. On XXXX XXXX, XXXX, SPS submitted the account for a review of the U.S. Treasury 's Home Affordable Modification Program ( HAMP ). On XXXX XXXX, XXXX, you contacted us and we closed the HAMP review to allow for the National Mortgage Settlement modification ( NMS ) review, which upon approval, could allow for principal forgiveness. On XXXX XXXX, XXXX, we sent you the notice advising of the submission for the NMS review ( enclosed ). We have reviewed your inquiry, and it appears that it is similar to your previous inquiries which were responded to in XXXX XXXX, XXXX XXXX, XXXX XXXX, XXXX XXXX, XXXX XXXX, and XXXX XXXX. From our review, we believe our prior responses fully respond to your requests. SPS is confident that the servicing of the account by SPS has been compliant with state and federal regulations.",Mortgage,False,Mortgage,False,both_right
865,Bank account or service,Credit card,0.6817176925658266,Bank account or service,0.7045037150382996,False,True,"Citibank breaches information. 
Since XXXX of 2016, when I preview my statement online, I see other customers information and not mine. I have been following up with Citibank but I am getting no where. 
My big concern is : does any Citibank customers see my information like I do theirs???",Credit card,False,Bank account or service,False,tfidf_wrong_comparison_right
866,Credit card,Credit card,0.7827328442030442,Credit card,0.9630005359649658,True,True,"I have a Capital One Credit Card with a promotional period of zero percent. Nowhere on my statement does it remind me of the pending expiration of that promotional period, neither does it state anywhere on my online account summary, and I had to initiate a chat session to find out when my promotional period expires. No explanation was given as to why this information is not readily available on demand.",Credit card,False,Credit card,False,both_right
867,Credit card,Credit card,0.8855189887457556,Credit card,0.9605026841163635,True,True,"I receive a promotional mailer ( not a statement ) with XXXX printed blank checks to be drawn from my Southwest Rapid Rewards ( Chase ) credit card at least once a month soliciting a cash advance. They claim the APR is 0 % for the first year. Since a minimum 2 % fee is required, I calculate the APR at a minimum 2 % if the borrower paid no principal during the first year. The APR would be greater than 2 % if the borrower paid the principal down in the first year. This would appear to violate Reg. Z as it is more the .5 % different that the stated APR of 0 %.",Credit card,False,Credit card,False,both_right
868,Credit reporting,Credit reporting,0.931415829274301,Credit reporting,0.972339928150177,True,True,follow the steps to get my free credit report from Equifax and as I was about shoes right down the confirmation number and do my report lost connection I was not able to retrieve information have no way of getting my information at this point and make my report so can someone tell me how I can retrieve my report after losing the information on the site retrieving,Credit reporting,False,Credit reporting,False,both_right
869,Debt collection,Debt collection,0.5409596465857892,Debt collection,0.9307079911231995,True,True,I 'm one month behind on my Jarred Jewler bill and they call every two hours. I get as many as 7 calls day. I ca n't answer the phone all the time and I already told them I 'll pay my monthly when I get paid on Friday.,Debt collection,False,Debt collection,False,both_right
870,Credit reporting,Credit reporting,0.8225384845763286,Credit reporting,0.9731374382972717,True,True,"Experian is reporting XXXX accounts as having reported a negative status. Because of accounts not reporting a payment status. These accounts are reporting current and or Paid in full on time. 
XXXX XXXX : An approved loan for one day only, on the wrong Car. 
XXXX XXXX : The same situation, a one day loan. 
XXXX XXXX : Reporting Status Current, only open two months. 
XXXX XXXX : Reporting Status Current, Paid and closed after 48 months of timely payments.. 
XXXX Credit Card : Reporting Status Current ( Paid off within 12 months to escape credit fees ), account closed by consumer.",Credit reporting,False,Credit reporting,False,both_right
871,Mortgage,Mortgage,0.7824915307252539,Mortgage,0.9554881453514099,True,True,"rushmore loan management services is not applying my payments sent by XXXX on time in order to allegedly generate late fees and retaliation for me complaining to the uscfpb for not applying m y payments on time. it is all over the internet they do this and they refused to allow my bank and bill payer service to send my payments electronically by federal reserve ach money transfer that would end all of these games they play. 

so I sent the following message to rushmore and my bank 's bill payer service told me they mailed the payment from XXXX, California to rushmore in XXXX California and XXXX XXXX, 2015 and received by them and as of XXXX XXXX rushmore still has not answered my previous complaint to uscfpb not given me my amortization schedule for this predatory loan that I never applied for and complained to the XXXX credit bureaus that it is not my loan and never applied for it and have no settlement documents for. 

so here is the message i sent t o rushmore loan management services. 

my bill payer service sent me a notice that the payment for XXXX 2015 was mailed to you from XXXX California on XXXX XXXX, 2015 and you received it on XXXX XXXX, XXXX it has not been submitted by you for payment. it seems you did this last month and credited my payment after the grace period on XXXX XXXX, XXXX allegedly holding the payment for crediting for 8 days before applying to my account. this time you still have n't applied the payment. the payment was mailed to you and the money is in the bank to pay it. why not stop playing games in order to generate late fees. it is all over the internet you do this illegal practice. 

please apply my payment immediately. I have contacted my bank and their bill payer service to find out why you have n't applied my payment for XXXX 2015 per your letter to me to that effect that I received on Saturday XXXX, XXXX, 2015. 

as I said they still have not answered my previous complaint and when I called them in XXXX they solicited me to do a loan modification when I have never been late or behind they are doing this to manufacture a default by not applying the payments. and coordinating with XXXX bank that also manufactures defaults by not applying payments.",Mortgage,False,Credit card,True,both_right
872,Debt collection,Debt collection,0.9538415310406809,Debt collection,0.9531766176223755,True,True,"I disputed an attempt to collect by Enhanced Recovery Company , LLC on XXXX/XXXX/2015. Although being told I would be cleared of this debt, it shows up on my credit report. This debt is not mine as I told their representitive. This is the SECOND time within one year I have had this issue with Enhanced Recovery. Am I to assume that everyone with the name XXXX XXXX now has this on their credit report?",Debt collection,False,Debt collection,False,both_right
873,Debt collection,Debt collection,0.4997821723436057,Debt collection,0.949870228767395,True,True,"Sallie Mae/XXXX continues to call me when I've told them they have the wrong person. They say thank you for letting us know but they call again. This has been ongoing for years.

They are calling everyone with the same name.",Debt collection,False,Debt collection,False,both_right
874,Debt collection,Debt collection,0.8580971675032176,Credit card,0.5736631751060486,True,False,"This matter involves an account initially handled by ExxonMobil and assumed by Citibank. I was trying to work this out with Citibank when they referred it to XXXX XXXX. At one time both were trying to collect the same debt from me. Then XXXX called my ex wife and discussed the debt with her. She has never been a cardholder and has no interest in this account what so ever. I do not understand why XXXX would bother her when she is my ex wife, they had the correct address and phone number and all account info. This appears to be a problem with Citibank accounts and the vendors they use for collection.",Debt collection,False,Credit card,False,tfidf_right_comparison_wrong
875,Debt collection,Debt collection,0.9554594035988588,Debt collection,0.6898796558380127,True,True,"Portfolio Recovery stated that i owe them {$620.00} for a XXXX XXXX card ending in XXXX, but on their verification letter the amount is {$620.00}, These amounts are different, and since they record their phone calls i would like them to share the conversation i had with them on XXXX/XXXX/15 at XXXX ( XXXX XXXX XXXX ) stating i owe {$620.00}, and how I have a letter from them stating i owe {$620.00}. I find this to be unlawful for them to collect the wrong amount. I demand that since their unlawful practices trying to collect more money than i actually owe that their reporting to all XXXX credit bureaus cease immediately. And any mention of Portfolio Recovery and Associates be removed from all XXXX credit bureaus.",Debt collection,False,Debt collection,False,both_right
876,Debt collection,Credit reporting,0.3077617520833518,Debt collection,0.40633007884025574,False,True,"This account was from my identity being stolen and is fraudulent, it is being reported even though it is a fraudulent account I have filed a police report and identity theft affidavit regarding this matter",Credit reporting,False,Debt collection,False,tfidf_wrong_comparison_right
877,Credit card,Debt collection,0.609113551836368,Credit card,0.8956649303436279,False,True,"I AM RECEIVING CALLS FROM A COMPANY EVERY DAY TELLING ME THEY ARE CALLING IN REGARDS TO MY CREDIT CARD. NOTHING IS WRONG WITH YOUR CARD AT THE PRESENT TIME BUT WE OFFER A COVRAGE THAT WILL EXPIRE TOMORROW IF NOT TAKEN CARE OF TODAY. PRESS ONE TO TALK TO AN AGENT. I PRESS ONE AND ASK TO BE REMOVED FROM THE CALL LIST BUT I AM NEVER REMOVED. IF THE OFFER IS TO EXPIRE THE NEXT DAY, WHY AM I GETING THESE CALLS FROM THE SAME COMPANY DAY AFTER DAY? THE CALLS FOR THE PAST THREE WEEKS HAVE COME FROM XXXX AND FFIDAY THEY CALLED ME THREE TIMES. TODAY THEY CALLED FROM XXXX AND IT SOUNDED LIKE THE SAME MAN I HAVE BEEN TALKING TO ALL THE TIME. I CONSIDER THESE CALLS AS HARASING AND HAVE MADE EVERY ATTEMPT I CAN TO GET THEM STOPPED BUT THEY KEEP CALLING ME. LATEST CALL WAS XXXX XXXX. today. can you please get them stopped? thank you XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXXXXXXXXXX XXXX",Debt collection,False,Debt collection,True,tfidf_wrong_comparison_right
878,Credit reporting,Credit reporting,0.8405541393559646,Credit reporting,0.9199289679527283,True,True,unknown name and address added to my credit report.,Credit reporting,False,Credit reporting,False,both_right
879,Mortgage,Mortgage,0.889449535190627,Mortgage,0.9762745499610901,True,True,"i '' ve had a hard money high interest loan for 3 yrs. it was supposed to be a short term loan. i have repeatedly tried to refi out of this loan and have been unsuccessfu. my lender medallion services of XXXX have repeatly refused to comply with simple request for payoff demand, and medallion services represented by XXXX XXXX XXXX has continued to refuse to communicate with any title company seeking info for refi on my XXXX XXXX XXXX property. medallion attempted to foreclose, i filed a motion ex parte to get emergency injuction from any sale and was successful however Medallion service sold the property anyway despite the order. i know i am a victim of predatory lending i need help.theses people are crooks. Medallion has charged us extremely high rates from our agreed 12 % to 16 % without any response to our written inquire as to the cause of the increase, enough is enough. i need help.",Mortgage,False,Mortgage,False,both_right
880,Debt collection,Credit card,0.3395556870910104,Mortgage,0.32581445574760437,False,False,THIS ACCOUNT WAS CLOSED AND THE UNIT CONTENTS SOLD. I HAD REQUESTED FULL DETAILS OF THE PROCEEDS RECOUPED AGAINST THIS ACCOUNT.,Mortgage,True,Credit card,True,both_wrong
881,Credit card,Credit card,0.6827412246835958,Credit card,0.9481542706489563,True,True,"After nearly a decade of business with Bank of America, I recently inquired for a Credit Line Increase. Over the years I have held active, but never delinquent, Personal Checking, Savings, and Credit accounts with B of A. My credit rating is top tier, thus I did not expect to find myself in the scenario Bank of America placed me in and feeling discriminated against. Upon requesting my Credit Limit Increase on my traditional XXXX Credit Card, I was immediately declined. While this news was shocking, my real goal was to capitalize on an opportunity for cash back which is XXXX of the only incentives offered by my particular card held with B of A. Due to this, I was not disappointed with the decision to decline my increase request. However, upon contacting B of A by phone I was denied the opportunity to receive my decline reason. Instead, after speaking with XXXX representatives by phone and XXXX chat support associate, I was told by each that they could not provide that information and I would not be permitted to speak with a Credit Analyst/Specialist to review my Credit Line Increase request. After several hours straight of going back and forward on the phone, I was eventually in verbal communication with the Credit Analyst/Specialist department who disclosed the nature of the decline. It was for insufficient of lack of a savings account with Bank of America. This is where I feel discriminated against, and as though I was unfairly evaluated by means that no everyone is evaluated XXXX. Upon receiving my denial letter, the reason was consistent with what I was advised on the phone and I also was not provided with my credit score, although I had requested such. Being in a top tier credit category of absolute low risk, my closure of my B of A savings account just a year prior is clear indication that I was unfairly considered for the credit line increase.",Credit card,False,Credit card,False,both_right
